name,year,radius
Kepler-49 d,2014,1.600
Kepler-49 e,2014,1.560
Kepler-490 b,2016,11.650
Kepler-491 b,2016,8.920
Kepler-493 b,2016,15.130
Kepler-495 b,2016,5.230
Kepler-495 c,2021,1.219
Kepler-496 b,2016,2.320
Kepler-497 b,2016,6.040
Kepler-498 b,2016,3.030
Kepler-499 b,2016,2.170
Kepler-5 b,2009,15.984
Kepler-50 b,2012,1.710
Kepler-50 c,2012,2.170
Kepler-500 b,2016,2.580
Kepler-501 b,2016,4.300
Kepler-501 c,2021,1.681
Kepler-502 b,2016,4.770
Kepler-504 b,2016,1.590
Kepler-505 b,2016,2.600
Kepler-506 b,2016,2.730
Kepler-507 b,2016,1.300
Kepler-508 b,2016,1.640
Kepler-509 b,2016,2.490
Kepler-51 b,2012,7.100
Kepler-51 c,2012,9.000
Kepler-51 d,2014,9.700
Kepler-51 e,2024,2.180
Kepler-510 b,2016,2.470
Kepler-511 b,2016,6.350
Kepler-511 c,2021,4.210
Kepler-512 b,2016,2.690
Kepler-513 b,2016,2.200
Kepler-514 b,2016,1.720
Kepler-515 b,2016,1.460
Kepler-516 b,2016,5.740
Kepler-517 b,2016,2.670
Kepler-518 b,2016,2.110
Kepler-519 b,2016,2.100
Kepler-52 b,2012,2.100
Kepler-52 c,2012,1.840
Kepler-52 d,2014,1.950
Kepler-520 b,2016,1.660
Kepler-520 c,2016,1.070
Kepler-521 b,2016,3.180
Kepler-522 b,2016,6.910
Kepler-523 b,2016,1.960
Kepler-524 b,2016,1.910
Kepler-524 c,2016,0.960
Kepler-525 b,2016,2.630
Kepler-526 b,2016,1.990
Kepler-527 b,2016,2.840
Kepler-528 b,2016,2.080
Kepler-529 b,2016,1.860
Kepler-529 c,2016,2.000
Kepler-529 d,2021,2.795
Kepler-53 b,2012,2.890
Kepler-53 c,2012,3.170
Kepler-53 d,2014,2.120
Kepler-530 b,2016,3.010
Kepler-531 b,2016,2.780
Kepler-532 b,2016,2.570
Kepler-533 b,2016,3.380
Kepler-534 b,2016,2.240
Kepler-534 c,2021,1.227
Kepler-535 b,2016,2.360
Kepler-536 b,2016,3.100
Kepler-537 b,2016,1.410
Kepler-538 b,2016,2.215
Kepler-539 b,2016,8.373
Kepler-539 c,2016,13.300
Kepler-54 b,2012,2.100
Kepler-54 c,2012,1.230
Kepler-54 d,2014,1.530
Kepler-540 b,2016,2.710
Kepler-541 b,2016,3.360
Kepler-542 b,2016,1.570
Kepler-543 b,2016,2.500
Kepler-544 b,2016,2.120
Kepler-545 b,2016,2.690
Kepler-546 b,2016,7.000
Kepler-547 b,2016,4.000
Kepler-548 b,2016,11.990
Kepler-549 b,2016,2.570
Kepler-549 c,2016,2.930
Kepler-549 d,2023,4.200
Kepler-55 b,2012,2.430
Kepler-55 c,2012,2.210
Kepler-55 d,2014,1.590
Kepler-55 e,2014,1.550
Kepler-55 f,2014,1.590
Kepler-550 b,2016,4.420
Kepler-551 b,2016,2.730
Kepler-552 b,2016,3.950
Kepler-553 b,2016,4.741
Kepler-553 c,2016,11.579
Kepler-554 b,2016,4.290
Kepler-555 b,2016,2.830
Kepler-556 b,2016,2.240
Kepler-557 b,2016,2.670
Kepler-558 b,2016,2.370
Kepler-559 b,2016,3.610
Kepler-56 b,2012,6.510
Kepler-56 c,2012,9.800
Kepler-56 d,2016,12.800
Kepler-560 b,2016,1.720
Kepler-561 b,2016,6.960
Kepler-561 c,2016,2.680
Kepler-562 b,2016,5.210
Kepler-563 b,2016,3.090
Kepler-564 b,2016,4.630
Kepler-565 b,2016,3.640
Kepler-566 b,2016,2.150
Kepler-567 b,2016,2.250
Kepler-568 b,2016,2.260
Kepler-569 b,2016,3.160
Kepler-57 b,2012,3.135
Kepler-57 c,2012,2.196
Kepler-570 b,2016,2.450
Kepler-571 b,2016,2.640
Kepler-572 b,2016,2.580
Kepler-573 b,2016,2.790
Kepler-574 b,2016,2.390
Kepler-575 b,2016,2.390
Kepler-576 b,2016,3.270
Kepler-577 b,2016,2.550
Kepler-578 b,2016,2.000
Kepler-579 b,2016,2.000
Kepler-58 b,2012,2.780
Kepler-58 c,2012,2.860
Kepler-58 d,2014,2.940
Kepler-58 e,2023,1.610
Kepler-580 b,2016,2.570
Kepler-581 b,2016,2.630
Kepler-582 b,2016,3.680
Kepler-583 b,2016,2.280
Kepler-584 b,2016,4.210
Kepler-585 b,2016,2.830
Kepler-586 b,2016,2.790
Kepler-587 b,2016,2.230
Kepler-588 b,2016,2.630
Kepler-589 b,2016,2.270
Kepler-589 c,2021,1.117
Kepler-59 b,2012,1.100
Kepler-59 c,2012,1.980
Kepler-590 b,2016,4.020
Kepler-591 b,2016,3.390
Kepler-592 b,2016,2.390
Kepler-593 b,2016,2.870
Kepler-594 b,2016,2.180
Kepler-595 b,2016,3.708
Kepler-595 c,2020,1.009
Kepler-596 b,2016,3.460
Kepler-597 b,2016,2.370
Kepler-598 b,2016,1.500
Kepler-598 c,2020,3.024
Kepler-599 b,2016,2.840
Kepler-6 b,2009,14.617
Kepler-60 b,2012,1.710
Kepler-60 c,2012,1.900
Kepler-60 d,2012,1.990
Kepler-600 b,2016,2.900
Kepler-601 b,2016,1.900
Kepler-602 b,2016,2.090
Kepler-603 b,2016,2.650
Kepler-603 c,2016,6.500
Kepler-603 d,2016,1.320
Kepler-604 b,2016,2.590
Kepler-605 b,2016,1.440
Kepler-605 c,2016,0.860
Kepler-606 b,2016,3.310
Kepler-607 b,2016,0.870
Kepler-607 c,2021,2.760
Kepler-608 b,2016,3.640
Kepler-609 b,2016,3.350
Kepler-61 b,2013,2.150
Kepler-610 b,2016,4.190
Kepler-610 c,2016,3.300
Kepler-611 b,2016,1.650
Kepler-612 b,2016,2.840
Kepler-613 b,2016,2.290
Kepler-614 b,2016,2.390
Kepler-615 b,2016,1.740
Kepler-616 b,2016,2.430
Kepler-616 c,2016,3.410
Kepler-616 d,2021,2.653
Kepler-617 b,2016,1.320
Kepler-618 b,2016,2.600
Kepler-619 b,2016,3.160
Kepler-619 c,2016,1.690
Kepler-619 d,2023,4.170
Kepler-62 b,2013,1.310
Kepler-62 c,2013,0.540
Kepler-62 d,2013,1.950
Kepler-62 e,2013,1.610
Kepler-62 f,2013,1.410
Kepler-620 b,2016,3.320
Kepler-621 b,2016,2.300
Kepler-622 b,2016,2.130
Kepler-623 b,2016,3.010
Kepler-624 b,2016,2.310
Kepler-625 b,2016,1.990
Kepler-625 c,2016,1.050
Kepler-626 b,2016,2.290
Kepler-627 b,2016,3.730
Kepler-629 b,2016,1.380
Kepler-63 b,2013,6.110
Kepler-630 b,2016,3.180
Kepler-631 b,2016,2.900
Kepler-632 b,2016,2.210
Kepler-633 b,2016,1.630
Kepler-633 c,2021,2.296
Kepler-634 b,2016,1.890
Kepler-635 b,2016,2.640
Kepler-636 b,2016,4.450
Kepler-637 b,2016,4.750
Kepler-638 b,2016,1.830
Kepler-639 b,2016,2.380
Kepler-640 b,2016,2.560
Kepler-641 b,2016,1.850
Kepler-642 b,2016,2.900
Kepler-643 b,2016,10.160
Kepler-644 b,2016,3.150
Kepler-645 b,2016,2.100
Kepler-646 b,2016,1.990
Kepler-647 b,2016,1.170
Kepler-647 c,2020,4.001
Kepler-648 b,2016,3.220
Kepler-649 b,2016,2.260
Kepler-65 b,2012,1.420
Kepler-65 c,2012,2.580
Kepler-65 d,2012,1.520
Kepler-65 e,2019,13.900
Kepler-650 b,2016,2.960
Kepler-651 b,2016,2.370
Kepler-652 b,2016,2.490
Kepler-653 b,2016,1.950
Kepler-653 c,2016,0.780
Kepler-654 b,2016,2.070
Kepler-655 b,2016,2.710
Kepler-656 b,2016,3.120
Kepler-656 c,2023,1.410
Kepler-657 b,2016,3.520
Kepler-658 b,2016,1.630
Kepler-659 b,2016,2.500
Kepler-66 b,2013,2.800
Kepler-660 b,2016,2.570
Kepler-661 b,2016,3.070
Kepler-662 b,2016,2.180
Kepler-663 b,2016,2.600
Kepler-664 b,2016,2.660
Kepler-665 b,2016,2.600
Kepler-666 b,2016,2.400
Kepler-667 b,2016,4.730
Kepler-668 b,2016,2.700
Kepler-669 b,2016,4.830
Kepler-67 b,2013,2.940
Kepler-670 b,2016,13.180
Kepler-671 b,2016,2.690
Kepler-672 b,2016,2.500
Kepler-673 b,2016,6.540
Kepler-674 b,2016,1.690
Kepler-675 b,2016,2.440
Kepler-676 b,2016,3.040
Kepler-677 b,2016,5.380
Kepler-678 b,2016,5.140
Kepler-679 b,2016,3.010
Kepler-68 b,2013,2.357
Kepler-68 c,2013,0.979
Kepler-68 d,2013,13.900
Kepler-68 e,2023,11.200
Kepler-680 b,2016,2.420
Kepler-681 b,2016,3.080
Kepler-682 b,2016,7.370
Kepler-683 b,2016,1.970
Kepler-684 b,2016,3.360
Kepler-685 b,2016,10.580
Kepler-686 b,2016,12.150
Kepler-687 b,2016,3.520
Kepler-688 b,2016,9.760
Kepler-689 b,2016,2.890
Kepler-69 b,2013,2.240
Kepler-69 c,2013,1.710
Kepler-690 b,2016,5.950
Kepler-691 b,2016,2.090
Kepler-692 b,2016,3.110
Kepler-693 b,2016,10.180
Kepler-694 b,2016,2.800
Kepler-695 b,2016,9.210
Kepler-696 b,2016,6.140
Kepler-697 b,2016,4.130
Kepler-698 b,2016,3.680
Kepler-7 b,2009,18.181
Kepler-700 b,2016,5.990
Kepler-701 b,2016,2.840
Kepler-702 b,2016,9.170
Kepler-703 b,2016,8.200
Kepler-704 b,2016,2.610
Kepler-705 b,2016,2.110
Kepler-707 b,2016,1.330
Kepler-708 b,2016,2.930
Kepler-709 b,2016,2.920
Kepler-710 b,2016,1.880
Kepler-711 b,2016,3.410
Kepler-712 b,2016,3.410
Kepler-712 c,2016,4.850
Kepler-713 b,2016,2.480
Kepler-714 b,2016,9.670
Kepler-715 b,2016,3.750
Kepler-716 b,2016,2.900
Kepler-716 c,2020,1.393
Kepler-717 b,2016,2.420
Kepler-718 b,2016,16.560
Kepler-719 b,2016,8.520
Kepler-720 b,2016,8.410
Kepler-721 b,2016,2.640
Kepler-722 b,2016,2.630
Kepler-722 c,2016,2.820
Kepler-723 b,2016,12.190
Kepler-724 b,2016,3.290
Kepler-725 b,2016,10.630
Kepler-726 b,2016,3.260
Kepler-727 b,2016,2.530
Kepler-728 b,2016,3.340
Kepler-729 b,2016,3.580
Kepler-730 b,2016,12.330
Kepler-730 c,2018,1.569
Kepler-731 b,2016,13.880
Kepler-732 b,2016,2.180
Kepler-732 c,2016,1.270
Kepler-733 b,2016,2.820
Kepler-734 b,2016,3.560
Kepler-735 b,2016,2.950
Kepler-736 b,2016,2.930
Kepler-737 b,2016,1.960
Kepler-738 b,2016,2.500
Kepler-739 b,2016,3.320
Kepler-74 b,2013,10.760
Kepler-740 b,2016,4.570
Kepler-741 b,2016,2.970
Kepler-742 b,2016,3.240
Kepler-743 b,2016,1.210
Kepler-744 b,2016,1.620
Kepler-745 b,2016,2.160
Kepler-746 b,2016,1.110
Kepler-747 b,2016,5.270
Kepler-748 b,2016,2.520
Kepler-749 b,2016,3.100
Kepler-75 b,2013,11.770
Kepler-750 b,2016,3.070
Kepler-750 c,2016,1.620
Kepler-751 b,2016,2.460
Kepler-752 b,2016,2.810
Kepler-753 b,2016,1.910
Kepler-754 b,2016,2.010
Kepler-755 b,2016,1.760
Kepler-755 c,2016,1.260
Kepler-756 b,2016,1.120
Kepler-757 b,2016,1.360
Kepler-758 b,2016,2.480
Kepler-758 c,2016,1.690
Kepler-758 d,2016,2.120
Kepler-758 e,2016,1.530
Kepler-759 b,2016,2.270
Kepler-76 b,2013,15.244
Kepler-760 b,2016,3.060
Kepler-760 c,2016,1.480
Kepler-761 b,2016,2.030
Kepler-762 b,2016,12.680
Kepler-763 b,2016,1.220
Kepler-763 c,2023,1.420
Kepler-763 d,2023,1.670
Kepler-764 b,2016,1.640
Kepler-765 b,2016,2.430
Kepler-766 b,2016,3.390
Kepler-767 b,2016,6.640
Kepler-768 b,2016,1.790
Kepler-769 b,2016,2.920
Kepler-769 c,2016,1.790
Kepler-77 b,2013,10.761
Kepler-770 b,2016,2.300
Kepler-770 c,2016,1.200
Kepler-770 d,2016,1.400
Kepler-771 b,2016,1.820
Kepler-772 b,2016,1.820
Kepler-773 b,2016,1.430
Kepler-774 b,2016,3.170
Kepler-775 b,2016,1.190
Kepler-776 b,2016,1.280
Kepler-777 b,2016,1.470
Kepler-778 b,2016,1.680
Kepler-779 b,2016,0.920
Kepler-78 b,2013,1.201
Kepler-780 b,2016,0.890
Kepler-781 b,2016,2.890
Kepler-782 b,2016,3.210
Kepler-783 b,2016,0.780
Kepler-783 c,2020,2.332
Kepler-784 b,2016,1.580
Kepler-784 c,2023,1.550
Kepler-785 b,2016,13.020
Kepler-786 b,2016,2.430
Kepler-787 b,2016,1.280
Kepler-788 b,2016,2.550
Kepler-789 b,2016,2.120
Kepler-79 b,2012,3.470
Kepler-79 c,2012,3.720
Kepler-79 d,2014,7.160
Kepler-79 e,2014,3.490
Kepler-790 b,2016,2.180
Kepler-791 b,2016,3.050
Kepler-792 b,2016,1.960
Kepler-793 b,2016,1.370
Kepler-794 b,2016,2.110
Kepler-795 b,2016,1.680
Kepler-796 b,2016,1.300
Kepler-797 b,2016,2.170
Kepler-798 b,2016,2.390
Kepler-799 b,2016,6.880
Kepler-799 c,2021,2.781
Kepler-8 b,2010,15.872
Kepler-80 b,2012,2.670
Kepler-80 c,2012,2.740
Kepler-80 d,2014,1.530
Kepler-80 e,2014,1.600
Kepler-80 f,2016,1.210
Kepler-80 g,2017,1.130
Kepler-800 b,2016,2.850
Kepler-801 b,2016,2.000
Kepler-802 b,2016,3.540
Kepler-803 b,2016,3.790
Kepler-804 b,2016,1.940
Kepler-804 c,2016,1.140
Kepler-805 b,2016,2.890
Kepler-806 b,2016,1.140
Kepler-808 b,2016,1.460
Kepler-809 b,2016,3.010
Kepler-81 b,2012,2.420
Kepler-81 c,2012,2.370
Kepler-81 d,2014,1.210
Kepler-810 b,2016,1.930
Kepler-811 b,2016,2.700
Kepler-812 b,2016,3.550
Kepler-813 b,2016,2.140
Kepler-814 b,2016,2.120
Kepler-815 b,2016,4.110
Kepler-816 b,2016,10.240
Kepler-817 b,2016,9.030
Kepler-818 b,2016,5.110
Kepler-819 b,2016,2.760
Kepler-82 b,2012,4.070
Kepler-82 c,2012,5.340
Kepler-82 d,2014,1.770
Kepler-82 e,2014,2.470
Kepler-82 f,2019,4.840
Kepler-820 b,2016,6.090
Kepler-821 b,2016,1.310
Kepler-822 b,2016,1.770
Kepler-823 b,2016,1.570
Kepler-824 b,2016,1.870
Kepler-825 b,2016,1.530
Kepler-825 c,2016,1.840
Kepler-826 b,2016,1.250
Kepler-827 b,2016,5.630
Kepler-828 b,2016,1.510
Kepler-829 b,2016,2.110
Kepler-83 b,2012,2.830
Kepler-83 c,2012,2.360
Kepler-83 d,2014,1.940
Kepler-830 b,2016,1.700
Kepler-831 b,2016,1.270
Kepler-832 b,2016,2.060
Kepler-833 b,2016,2.020
Kepler-834 b,2016,2.020
Kepler-835 b,2016,2.790
Kepler-836 b,2016,2.730
Kepler-837 b,2016,2.560
Kepler-838 b,2016,2.730
Kepler-839 b,2016,2.570
Kepler-84 b,2012,2.230
Kepler-84 c,2012,2.360
Kepler-84 d,2014,1.380
Kepler-84 e,2014,2.600
Kepler-84 f,2014,2.200
Kepler-841 b,2016,5.230
Kepler-842 b,2016,1.600
Kepler-843 b,2016,2.590
Kepler-844 b,2016,1.680
Kepler-845 b,2016,2.040
Kepler-846 b,2016,2.480
Kepler-847 b,2016,1.180
Kepler-848 b,2016,1.700
Kepler-849 b,2016,8.082
Kepler-85 b,2012,1.778
Kepler-85 c,2012,1.978
Kepler-85 d,2014,1.200
Kepler-85 e,2014,1.270
Kepler-850 b,2016,1.780
Kepler-851 b,2016,1.680
Kepler-852 b,2016,2.540
Kepler-853 b,2016,1.690
Kepler-855 b,2016,8.350
Kepler-856 b,2016,9.300
Kepler-857 b,2016,6.800
Kepler-858 b,2016,4.870
Kepler-859 b,2016,3.090
Kepler-860 b,2016,3.240
Kepler-861 b,2016,2.280
Kepler-862 b,2016,2.210
Kepler-863 b,2016,2.900
Kepler-864 b,2016,2.400
Kepler-864 c,2023,1.620
Kepler-865 b,2016,2.490
Kepler-865 c,2023,0.890
Kepler-866 b,2016,1.630
Kepler-867 b,2016,4.640
Kepler-868 b,2016,2.050
Kepler-869 b,2016,3.610
Kepler-87 b,2013,13.490
Kepler-87 c,2013,6.140
Kepler-870 b,2016,2.780
Kepler-871 b,2016,3.740
Kepler-872 b,2016,1.990
Kepler-873 b,2016,3.750
Kepler-874 b,2016,3.940
Kepler-875 b,2016,2.900
Kepler-876 b,2016,1.430
Kepler-877 b,2016,2.120
Kepler-878 b,2016,1.930
Kepler-879 b,2016,2.570
Kepler-879 c,2024,0.400
Kepler-88 d,2020,13.100
Kepler-880 b,2016,2.660
Kepler-880 c,2023,2.870
Kepler-881 b,2016,1.780
Kepler-882 b,2016,1.230
Kepler-883 b,2016,1.780
Kepler-884 b,2016,1.230
Kepler-885 b,2016,2.500
Kepler-886 b,2016,1.520
Kepler-887 b,2016,1.840
Kepler-887 c,2016,1.130
Kepler-888 b,2016,1.760
Kepler-889 b,2016,1.090
Kepler-890 b,2016,8.890
Kepler-891 b,2016,6.410
Kepler-892 b,2016,2.810
Kepler-893 b,2016,3.030
Kepler-894 b,2016,2.780
Kepler-895 b,2016,1.540
Kepler-896 b,2016,2.530
Kepler-896 c,2023,3.150
Kepler-897 b,2016,2.390
Kepler-898 b,2016,1.490
Kepler-899 b,2016,2.680
Kepler-9 b,2010,8.290
Kepler-9 c,2010,8.080
Kepler-9 d,2010,1.640
Kepler-90 i,2017,1.320
Kepler-900 b,2016,2.080
Kepler-901 b,2016,1.370
Kepler-902 b,2016,2.540
Kepler-903 b,2016,2.010
Kepler-903 c,2016,2.530
Kepler-904 b,2016,1.770
Kepler-905 b,2016,1.410
Kepler-906 b,2016,2.110
Kepler-907 b,2016,1.200
Kepler-908 b,2016,1.220
Kepler-909 b,2016,1.470
Kepler-91 b,2013,15.323
Kepler-910 b,2016,0.820
Kepler-911 b,2016,2.600
Kepler-912 b,2016,2.800
Kepler-913 b,2016,2.060
Kepler-913 c,2021,3.858
Kepler-914 b,2016,1.380
Kepler-915 b,2016,1.500
Kepler-916 b,2016,1.760
Kepler-917 b,2016,1.910
Kepler-918 b,2016,1.740
Kepler-919 b,2016,2.250
Kepler-92 b,2013,3.510
Kepler-92 c,2013,2.600
Kepler-92 d,2015,2.067
Kepler-920 b,2016,2.420
Kepler-920 c,2016,3.800
Kepler-921 b,2016,2.870
Kepler-922 b,2016,1.420
Kepler-923 b,2016,1.380
Kepler-924 b,2016,3.070
Kepler-925 b,2016,2.340
Kepler-926 b,2016,2.310
Kepler-927 b,2016,1.720
Kepler-928 b,2016,1.590
Kepler-929 b,2016,1.110
Kepler-93 b,2014,1.478
Kepler-93 c,2014,
Kepler-930 b,2016,2.130
Kepler-931 b,2016,1.330
Kepler-932 b,2016,1.370
Kepler-933 b,2016,2.460
Kepler-934 b,2016,2.090
Kepler-935 b,2016,1.350
Kepler-936 b,2016,1.450
Kepler-937 b,2016,3.720
Kepler-937 c,2016,2.670
Kepler-938 b,2016,2.220
Kepler-939 b,2016,1.750
Kepler-94 b,2014,3.510
Kepler-94 c,2014,12.500
Kepler-940 b,2016,3.340
Kepler-941 b,2016,3.080
Kepler-942 b,2016,2.130
Kepler-943 b,2016,5.930
Kepler-944 b,2016,2.630
Kepler-945 b,2016,2.630
Kepler-946 b,2016,1.930
Kepler-947 b,2016,2.280
Kepler-948 b,2016,1.850
Kepler-949 b,2016,2.910
Kepler-949 c,2023,2.970
Kepler-95 b,2014,3.420
Kepler-950 b,2016,8.980
Kepler-951 b,2016,5.590
Kepler-952 b,2016,7.650
Kepler-953 b,2016,4.210
Kepler-953 c,2016,1.190
Kepler-954 b,2016,2.320
Kepler-955 b,2016,3.130
Kepler-956 b,2016,3.000
Kepler-957 b,2016,5.500
Kepler-958 b,2016,2.060
Kepler-959 b,2016,4.380
Kepler-96 b,2014,2.670
Kepler-960 b,2016,2.290
Kepler-961 b,2016,2.550
Kepler-962 b,2016,1.970
Kepler-963 b,2016,2.660
Kepler-963 c,2024,0.600
Kepler-964 b,2016,2.120
Kepler-965 b,2016,3.380
Kepler-966 b,2016,4.130
Kepler-967 b,2016,2.350
Kepler-967 c,2016,3.650
Kepler-968 b,2016,2.000
Kepler-968 c,2016,1.690
Kepler-969 b,2016,2.070
Kepler-969 c,2016,0.990
Kepler-97 b,2014,1.480
Kepler-97 c,2014,
Kepler-970 b,2016,2.609
Kepler-971 b,2016,2.130
Kepler-972 b,2016,4.650
Kepler-973 b,2016,1.960
Kepler-974 b,2016,1.570
Kepler-975 b,2016,1.480
Kepler-975 c,2023,10.690
Kepler-976 b,2016,3.960
Kepler-977 b,2016,2.620
Kepler-978 b,2016,2.990
Kepler-979 b,2016,2.720
Kepler-98 b,2014,1.990
Kepler-980 b,2016,2.670
Kepler-981 b,2016,2.310
Kepler-982 b,2016,2.250
Kepler-983 b,2016,2.360
Kepler-984 b,2016,2.120
Kepler-985 b,2016,2.980
Kepler-986 b,2016,2.360
Kepler-987 b,2016,3.260
Kepler-988 b,2016,2.070
Kepler-989 b,2016,2.210
Kepler-99 b,2014,1.480
Kepler-990 b,2016,2.600
Kepler-990 c,2016,1.530
Kepler-991 b,2016,2.540
Kepler-992 b,2016,1.620
Kepler-993 b,2016,2.970
Kepler-994 b,2016,1.600
Kepler-995 b,2016,2.700
Kepler-996 b,2016,1.980
Kepler-997 b,2016,1.360
Kepler-998 b,2016,2.320
Kepler-999 b,2016,2.340
L 168-9 b,2020,1.630
L 363-38 b,2023,2.000
L 98-59 b,2019,0.850
L 98-59 c,2019,1.385
L 98-59 d,2019,1.521
L 98-59 e,2021,1.560
LHS 1140 b,2017,1.730
LHS 1140 c,2018,1.272
LHS 1478 b,2021,1.242
LHS 1678 b,2021,0.685
LHS 1678 c,2021,0.941
LHS 1678 d,2024,0.981
LHS 1815 b,2020,1.088
LHS 3154 b,2023,3.690
LHS 3844 b,2019,1.303
LHS 475 b,2023,0.991
LP 714-47 b,2020,4.700
LP 791-18 b,2019,1.212
LP 791-18 c,2019,2.438
LP 791-18 d,2023,1.032
LP 890-9 b,2022,1.320
LP 890-9 c,2022,1.367
LSPM J2116+0234 b,2019,3.710
LTT 1445 A b,2019,1.180
LTT 1445 A c,2022,1.147
LTT 3780 b,2020,1.325
LTT 3780 c,2020,2.390
LTT 9779 b,2020,4.720
LkCa 15 b,2015,
LkCa 15 c,2015,
Luhman 16 b,2017,11.900
Lupus-TR-3 b,2007,9.976
M62H b,2024,
MASCARA-1 b,2017,17.901
MASCARA-4 b,2020,17.150
MOA-2007-BLG-192L b,2008,1.630
MOA-2007-BLG-400L b,2008,13.500
MOA-2008-BLG-310L b,2009,5.180
MOA-2008-BLG-379L b,2013,13.000
MOA-2009-BLG-266L b,2011,3.210
MOA-2009-BLG-319L b,2010,9.640
MOA-2009-BLG-387L b,2010,13.200
MOA-2010-BLG-073L b,2012,12.400
MOA-2010-BLG-117L b,2018,14.200
MOA-2010-BLG-328L b,2013,2.990
MOA-2010-BLG-353L b,2015,11.100
MOA-2010-BLG-477L b,2012,13.600
MOA-2011-BLG-028L b,2016,5.990
MOA-2011-BLG-262L b,2014,4.290
MOA-2011-BLG-291L b,2018,4.430
MOA-2011-BLG-293L b,2012,12.900
MOA-2011-BLG-322L b,2013,12.400
MOA-2012-BLG-006L b,2017,12.600
MOA-2012-BLG-505L b,2017,2.480
MOA-2013-BLG-220L b,2014,13.200
MOA-2013-BLG-605L b,2016,1.620
MOA-2015-BLG-337L b,2018,6.420
MOA-2016-BLG-227L b,2017,13.200
MOA-2016-BLG-319L b,2018,14.100
MOA-2016-BLG-526L b,2024,3.970
MOA-2019-BLG-008L b,2022,12.200
MOA-2020-BLG-135L b,2022,3.370
MOA-2020-BLG-208L b,2023,7.710
MOA-2022-BLG-249L b,2023,2.040
MOA-2022-BLG-563L b,2024,14.000
MOA-bin-1L b,2012,13.000
MOA-bin-29 b,2019,14.100
MWC 758 c,2023,
MXB 1658-298 b,2017,12.000
NGC 2682 Sand 1429 b,2024,13.400
NGC 2682 Sand 364 b,2014,12.700
NGC 2682 Sand 978 b,2017,13.300
NGC 2682 YBP 1194 b,2014,12.300
NGC 2682 YBP 1514 b,2014,14.000
NGC 2682 YBP 401 b,2016,14.300
NGTS-1 b,2017,14.908
NGTS-10 b,2020,13.507
NGTS-11 b,2020,9.158
NGTS-12 b,2020,11.747
NGTS-13 b,2021,12.801
NGTS-14 A b,2021,4.977
NGTS-15 b,2021,12.330
NGTS-16 b,2021,14.572
NGTS-17 b,2021,13.899
NGTS-18 b,2021,13.563
NGTS-2 b,2018,17.878
NGTS-20 b,2022,11.994
NGTS-21 b,2022,14.908
NGTS-23 b,2022,14.202
NGTS-24 b,2022,13.608
NGTS-25 b,2022,11.467
NGTS-26 b,2024,14.886
NGTS-27 b,2024,15.648
NGTS-3 A b,2018,16.589
NGTS-30 b,2024,10.402
NGTS-33 b,2024,18.383
NGTS-4 b,2019,3.180
NGTS-5 b,2019,12.733
NGTS-6 b,2019,14.863
NGTS-8 b,2019,12.218
NGTS-9 b,2019,11.994
NN Ser c,2010,12.600
NN Ser d,2010,13.300
NSVS 14256825 b,2019,12.300
NY Vir b,2011,13.300
NY Vir c,2019,12.800
OGLE-2003-BLG-235L b,2004,13.200
OGLE-2005-BLG-071L b,2005,13.000
OGLE-2005-BLG-169L b,2006,3.840
OGLE-2005-BLG-390L b,2005,2.210
OGLE-2006-BLG-109L b,2008,14.000
OGLE-2006-BLG-109L c,2008,11.100
OGLE-2006-BLG-284L A b,2020,14.300
OGLE-2007-BLG-349L AB c,2016,10.700
OGLE-2007-BLG-368L b,2009,4.720
OGLE-2008-BLG-092L b,2014,8.740
OGLE-2008-BLG-355L b,2014,12.900
OGLE-2011-BLG-0173L b,2018,9.010
OGLE-2011-BLG-0251L b,2012,14.200
OGLE-2011-BLG-0265L b,2015,13.900
OGLE-2012-BLG-0026L b,2012,7.720
OGLE-2012-BLG-0026L c,2012,13.900
OGLE-2012-BLG-0358L b,2013,13.400
OGLE-2012-BLG-0406L b,2013,13.200
OGLE-2012-BLG-0563L b,2015,13.600
OGLE-2012-BLG-0724L b,2016,14.300
OGLE-2012-BLG-0838L b,2020,8.390
OGLE-2012-BLG-0950L b,2016,6.560
OGLE-2013-BLG-0102L b,2014,12.300
OGLE-2013-BLG-0132L b,2017,11.600
OGLE-2013-BLG-0341L B b,2014,1.160
OGLE-2013-BLG-0911L b,2019,12.500
OGLE-2013-BLG-1721L b,2017,14.100
OGLE-2013-BLG-1761L b,2018,13.200
OGLE-2014-BLG-0124L b,2015,14.100
OGLE-2014-BLG-0221L b,2024,12.900
OGLE-2014-BLG-0319L b,2022,14.100
OGLE-2014-BLG-0676L b,2016,13.000
OGLE-2014-BLG-1722L b,2018,8.590
OGLE-2014-BLG-1722L c,2018,11.000
OGLE-2014-BLG-1760L b,2016,14.200
OGLE-2015-BLG-0051L b,2016,14.000
OGLE-2015-BLG-0954L b,2016,13.100
OGLE-2015-BLG-0966L b,2016,4.860
OGLE-2015-BLG-1649L b,2019,13.200
OGLE-2015-BLG-1670L b,2019,4.420
OGLE-2015-BLG-1771L b,2020,14.300
OGLE-2016-BLG-0263L b,2017,13.000
OGLE-2016-BLG-0613L AB b,2017,13.000
OGLE-2016-BLG-1067L b,2019,14.300
OGLE-2016-BLG-1093L b,2022,14.000
OGLE-2016-BLG-1190L b,2017,12.300
OGLE-2016-BLG-1195L b,2017,1.110
